Lema	Clase	Frecuencia	Frec. norm.	Frec. norm.
		general	con signos punt.	sin signos punt.
cementerio	N	9131	23.031	26.451
plástico	A	9124	23.013	26.43
reemplazar	V	9123	23.011	26.427
oriental	A	9119	23.0	26.416
monto	N	9118	22.998	26.413
pisar	V	9118	22.998	26.413
aficionado	N	9114	22.988	26.401
clavar	V	9108	22.973	26.384
relativamente	R	9096	22.942	26.349
tal y como	R	9091	22.93	26.335
complejidad	N	9089	22.925	26.329
tela	N	9088	22.922	26.326
gestionar	V	9079	22.9	26.3
comedor	N	9074	22.887	26.285
fármaco	N	9072	22.882	26.28
finalidad	N	9066	22.867	26.262
retener	V	9065	22.864	26.259
harina	N	9061	22.854	26.248
concesión	N	9056	22.842	26.233
Israel	K	9048	22.821	26.21
ahorrar	V	9044	22.811	26.199
bola	N	9044	22.811	26.199
comedia	N	9044	22.811	26.199
préstamo	N	9035	22.789	26.172
autobús	N	9032	22.781	26.164
transportar	V	9032	22.781	26.164
bancario	A	9029	22.773	26.155
humano	N	9026	22.766	26.146
fiel	A	9021	22.753	26.132
mortalidad	N	9018	22.746	26.123
afirmación	N	9014	22.736	26.112
programación	N	9012	22.731	26.106
japonés	A	9011	22.728	26.103
competitivo	A	9003	22.708	26.08
electricidad	N	9003	22.708	26.08
preferencia	N	8999	22.698	26.068
ratificar	V	8997	22.693	26.062
eco	N	8990	22.675	26.042
materno	A	8989	22.673	26.039
costado	N	8987	22.668	26.033
monte	N	8984	22.66	26.025
crema	N	8968	22.62	25.978
Julia	K	8963	22.607	25.964
Reino Unido	K	8958	22.594	25.949
pasaje	N	8958	22.594	25.949
Laura	K	8950	22.574	25.926
primo	N	8948	22.569	25.92
=	Y	8947	22.567	25.918
constar	V	8945	22.562	25.912
reparar	V	8941	22.552	25.9
terror	N	8940	22.549	25.897
corporal	A	8935	22.536	25.883
violar	V	8932	22.529	25.874
70	M	8930	22.524	25.868
inflación	N	8930	22.524	25.868
nieve	N	8925	22.511	25.854
aconsejar	V	8922	22.504	25.845
banca	N	8921	22.501	25.842
educar	V	8906	22.463	25.799
tributario	A	8905	22.461	25.796
s	N	8897	22.441	25.773
trama	N	8896	22.438	25.77
obvio	A	8894	22.433	25.764
gordo	A	8884	22.408	25.735
gravedad	N	8883	22.405	25.732
planteamiento	N	8881	22.4	25.726
primavera	N	8879	22.395	25.721
importación	N	8877	22.39	25.715
fantasía	N	8874	22.383	25.706
abundante	A	8870	22.372	25.695
pase	N	8866	22.362	25.683
eta	N	8864	22.357	25.677
músculo	N	8862	22.352	25.671
estreno	N	8856	22.337	25.654
vela	N	8854	22.332	25.648
corporación	N	8852	22.327	25.642
fragmento	N	8851	22.325	25.639
depósito	N	8845	22.309	25.622
comportar	V	8837	22.289	25.599
tomate	N	8831	22.274	25.582
vasco	A	8831	22.274	25.582
maleta	N	8828	22.267	25.573
africano	A	8826	22.261	25.567
autonómico	A	8817	22.239	25.541
boda	N	8812	22.226	25.526
convicción	N	8810	22.221	25.521
estatuto	N	8810	22.221	25.521
fiebre	N	8810	22.221	25.521
de vez en cuando	R	8802	22.201	25.498
vaca	N	8797	22.188	25.483
obesidad	N	8788	22.166	25.457
bañar	V	8787	22.163	25.454
castigar	V	8785	22.158	25.448
giro	N	8782	22.15	25.44
multitud	N	8777	22.138	25.425
magistrado	N	8772	22.125	25.411
cualidad	N	8769	22.118	25.402
cable	N	8764	22.105	25.387
restricción	N	8757	22.087	25.367
imperio	N	8756	22.085	25.364
cucharada	N	8750	22.07	25.347
23	M	8747	22.062	25.338
fácilmente	R	8747	22.062	25.338
pistola	N	8746	22.06	25.335
viajero	N	8745	22.057	25.332
1992	N	8744	22.055	25.33
infinito	A	8738	22.039	25.312
celular	N	8734	22.029	25.301
humedad	N	8734	22.029	25.301
contribución	N	8728	22.014	25.283
montaje	N	8728	22.014	25.283
secuencia	N	8725	22.007	25.274
invisible	A	8715	21.981	25.246
residuo	N	8710	21.969	25.231
resumen	N	8710	21.969	25.231
discriminación	N	8704	21.954	25.214
apellido	N	8703	21.951	25.211
California	K	8699	21.941	25.199
determinación	N	8697	21.936	25.193
palma	N	8697	21.936	25.193
vitamina	N	8697	21.936	25.193
retorno	N	8684	21.903	25.156
+	Y	8679	21.891	25.141
inesperado	A	8679	21.891	25.141
asesor	N	8677	21.886	25.135
comunista	A	8676	21.883	25.133
corona	N	8671	21.871	25.118
III	N	8670	21.868	25.115
moderado	A	8659	21.84	25.083
posiblemente	R	8652	21.823	25.063
excusa	N	8648	21.812	25.051
paciencia	N	8643	21.8	25.037
llover	V	8642	21.797	25.034
preventivo	A	8639	21.79	25.025
escritorio	N	8638	21.787	25.022
estirar	V	8634	21.777	25.011
temprano	A	8630	21.767	24.999
conservador	A	8619	21.739	24.967
dañar	V	8616	21.732	24.959
agradable	A	8615	21.729	24.956
mérito	N	8610	21.717	24.941
bastante	Q	8607	21.709	24.933
tropical	A	8606	21.707	24.93
sospecha	N	8600	21.691	24.912
escultura	N	8598	21.686	24.907
tesoro	N	8597	21.684	24.904
separación	N	8596	21.681	24.901
doctora	N	8590	21.666	24.883
carbono	N	8580	21.641	24.854
dorado	A	8577	21.633	24.846
en relación a	P	8577	21.633	24.846
justamente	R	8575	21.628	24.84
bacteria	N	8572	21.621	24.831
90	M	8566	21.606	24.814
trimestre	N	8562	21.596	24.802
mientras tanto	R	8560	21.591	24.797
terrorista	A	8558	21.585	24.791
aniversario	N	8557	21.583	24.788
litro	N	8554	21.575	24.779
republicano	A	8553	21.573	24.776
oral	A	8547	21.558	24.759
Isabel	K	8539	21.538	24.736
inevitable	A	8534	21.525	24.721
desayuno	N	8532	21.52	24.715
respiración	N	8528	21.51	24.704
jurado	N	8522	21.495	24.686
India	K	8516	21.48	24.669
oportuno	A	8515	21.477	24.666
agresión	N	8514	21.475	24.663
boliviano	A	8513	21.472	24.66
grabación	N	8510	21.464	24.652
colaborador	N	8507	21.457	24.643
vendedor	N	8500	21.439	24.623
inquietud	N	8498	21.434	24.617
regir	V	8496	21.429	24.611
anticipar	V	8494	21.424	24.605
abrazo	N	8487	21.406	24.585
analista	N	8484	21.399	24.576
albergar	V	8483	21.396	24.573
piano	N	8483	21.396	24.573
sombrero	N	8481	21.391	24.568
presionar	V	8472	21.369	24.542
pesca	N	8469	21.361	24.533
vecino	A	8469	21.361	24.533
ecuatoriano	A	8459	21.336	24.504
400	M	8458	21.333	24.501
recinto	N	8458	21.333	24.501
celular	A	8454	21.323	24.489
incómodo	A	8454	21.323	24.489
deterioro	N	8448	21.308	24.472
transparente	A	8447	21.306	24.469
rumbo	N	8445	21.3	24.463
invitación	N	8442	21.293	24.455
manifiesto	N	8431	21.265	24.423
EE.UU.	K	8428	21.258	24.414
incidir	V	8414	21.222	24.374
vocación	N	8412	21.217	24.368
era	N	8410	21.212	24.362
monumento	N	8408	21.207	24.356
lección	N	8407	21.205	24.353
variable	A	8403	21.195	24.342
parto	N	8401	21.189	24.336
volante	N	8401	21.189	24.336
guapo	A	8396	21.177	24.321
entrevistar	V	8389	21.159	24.301
indispensable	A	8387	21.154	24.295
ilustrar	V	8385	21.149	24.29
vulnerable	A	8384	21.147	24.287
flotar	V	8376	21.126	24.263
migración	N	8375	21.124	24.261
averiguar	V	8369	21.109	24.243
griego	A	8361	21.089	24.22
rescate	N	8340	21.036	24.159
sufrimiento	N	8340	21.036	24.159
verificar	V	8340	21.036	24.159
infierno	N	8334	21.021	24.142
mejilla	N	8333	21.018	24.139
León	K	8332	21.015	24.136
voluntario	A	8328	21.005	24.124
1993	N	8319	20.983	24.098
muerto	A	8311	20.962	24.075
conveniente	A	8305	20.947	24.058
hueco	N	8300	20.935	24.043
pico	N	8298	20.93	24.038
inclusión	N	8293	20.917	24.023
agujero	N	8291	20.912	24.017
estrés	N	8291	20.912	24.017
45	M	8278	20.879	23.98
historiador	N	8269	20.857	23.954
televisor	N	8266	20.849	23.945
activar	V	8259	20.831	23.925
parcial	A	8250	20.809	23.898
Facebook	K	8245	20.796	23.884
embajada	N	8242	20.788	23.875
manzana	N	8241	20.786	23.872
desatar	V	8238	20.778	23.864
aislado	A	8236	20.773	23.858
colombiano	N	8236	20.773	23.858
2017	N	8232	20.763	23.846
esfera	N	8230	20.758	23.841
verdura	N	8229	20.756	23.838
preso	N	8228	20.753	23.835
detención	N	8226	20.748	23.829
metropolitano	A	8226	20.748	23.829
cuaderno	N	8225	20.746	23.826
refugio	N	8223	20.741	23.82
ampliación	N	8210	20.708	23.783
relacionado	A	8207	20.7	23.774
drama	N	8203	20.69	23.762
convivir	V	8195	20.67	23.739
remoto	A	8191	20.66	23.728
trazar	V	8190	20.657	23.725
comisario	N	8179	20.63	23.693
ética	N	8178	20.627	23.69
Andrés	K	8171	20.609	23.67
Felipe	K	8170	20.607	23.667
noción	N	8169	20.604	23.664
horno	N	8162	20.587	23.644
movilización	N	8153	20.564	23.618
aparentemente	R	8152	20.561	23.615
terremoto	N	8151	20.559	23.612
calendario	N	8150	20.556	23.609
librar	V	8146	20.546	23.597
confusión	N	8145	20.544	23.594
sofá	N	8145	20.544	23.594
fibra	N	8139	20.529	23.577
señorita	N	8139	20.529	23.577
ingeniería	N	8137	20.524	23.571
problemática	N	8137	20.524	23.571
proveedor	N	8133	20.514	23.56
sillón	N	8130	20.506	23.551
animal	A	8129	20.503	23.548
foco	N	8129	20.503	23.548
editar	V	8121	20.483	23.525
colonial	A	8115	20.468	23.507
secar	V	8115	20.468	23.507
inspector	N	8114	20.466	23.505
Alicia	K	8111	20.458	23.496
precioso	A	8104	20.44	23.476
feo	A	8102	20.435	23.47
votación	N	8097	20.423	23.455
botón	N	8095	20.418	23.449
contraste	N	8095	20.418	23.449
cuero	N	8093	20.413	23.444
fortaleza	N	8092	20.41	23.441
énfasis	N	8090	20.405	23.435
alegre	A	8087	20.398	23.426
primo	A	8087	20.398	23.426
cerebral	A	8085	20.392	23.421
calmar	V	8080	20.38	23.406
gráfico	N	8077	20.372	23.397
té	N	8072	20.36	23.383
rojo	N	8071	20.357	23.38
tarifa	N	8070	20.355	23.377
juzgado	N	8068	20.35	23.371
obligatorio	A	8068	20.35	23.371
plantar	V	8065	20.342	23.363
sorprendente	A	8064	20.339	23.36
atleta	N	8056	20.319	23.337
expediente	N	8047	20.297	23.31
contradicción	N	8046	20.294	23.308
criatura	N	8043	20.287	23.299
portero	N	8039	20.276	23.287
obviamente	R	8036	20.269	23.279
tumba	N	8033	20.261	23.27
sello	N	8031	20.256	23.264
restar	V	8030	20.254	23.261
moto	N	8024	20.239	23.244
normativa	N	8020	20.229	23.232
blog	N	8018	20.223	23.226
desempleo	N	8014	20.213	23.215
mojar	V	8014	20.213	23.215
especialidad	N	8011	20.206	23.206
profundizar	V	8010	20.203	23.203
mensual	A	8007	20.196	23.195
sacrificio	N	8004	20.188	23.186
enfatizar	V	7997	20.171	23.166
abandono	N	7980	20.128	23.116
indígena	N	7971	20.105	23.09
José	K	7970	20.102	23.087
Latinoamérica	K	7969	20.1	23.084
imitar	V	7967	20.095	23.079
cerro	N	7963	20.085	23.067
representativo	A	7963	20.085	23.067
bicicleta	N	7962	20.082	23.064
twitter	N	7962	20.082	23.064
parámetro	N	7958	20.072	23.053
intelectual	N	7957	20.07	23.05
estricto	A	7955	20.065	23.044
potenciar	V	7949	20.049	23.027
respaldar	V	7945	20.039	23.015
alcaldía	N	7943	20.034	23.009
agrupar	V	7937	20.019	22.992
aliviar	V	7932	20.007	22.977
conllevar	V	7930	20.002	22.972
procesar	V	7930	20.002	22.972
prolongar	V	7929	19.999	22.969
obispo	N	7925	19.989	22.957
agresivo	A	7921	19.979	22.945
petrolero	A	7918	19.971	22.937
motivación	N	7913	19.959	22.922
insecto	N	7909	19.949	22.911
doloroso	A	7896	19.916	22.873
domicilio	N	7895	19.913	22.87
show	N	7895	19.913	22.87
italiano	N	7892	19.906	22.861
adquisición	N	7891	19.903	22.859
caballero	N	7889	19.898	22.853
aproximar	V	7887	19.893	22.847
pedido	N	7887	19.893	22.847
150	M	7885	19.888	22.841
terraza	N	7885	19.888	22.841
paralelo	A	7878	19.87	22.821
contratación	N	7875	19.863	22.812
tremendo	A	7872	19.855	22.804
alegrar	V	7870	19.85	22.798
magnífico	A	7870	19.85	22.798
cesar	V	7868	19.845	22.792
gigante	N	7863	19.833	22.777
misa	N	7863	19.833	22.777
polémica	N	7859	19.822	22.766
adiós	N	7855	19.812	22.754
batería	N	7855	19.812	22.754
profundamente	R	7851	19.802	22.743
océano	N	7850	19.8	22.74
divino	A	7849	19.797	22.737
discapacidad	N	7845	19.787	22.725
hierba	N	7845	19.787	22.725
terrestre	A	7843	19.782	22.72
herencia	N	7841	19.777	22.714
potente	A	7841	19.777	22.714
divertir	V	7835	19.762	22.696
centenar	N	7825	19.737	22.667
andino	A	7824	19.734	22.664
VIH	K	7821	19.727	22.656
jugada	N	7820	19.724	22.653
estadounidense	N	7814	19.709	22.635
singular	A	7814	19.709	22.635
disponibilidad	N	7813	19.706	22.633
favorito	A	7813	19.706	22.633
bala	N	7804	19.684	22.607
Australia	K	7798	19.669	22.589
amable	A	7795	19.661	22.58
olvido	N	7792	19.653	22.572
segmento	N	7789	19.646	22.563
dormitorio	N	7788	19.643	22.56
referente	N	7788	19.643	22.56
tic	N	7788	19.643	22.56
cuchillo	N	7787	19.641	22.557
despacio	R	7785	19.636	22.551
fundador	N	7785	19.636	22.551
complicación	N	7774	19.608	22.52
activo	N	7772	19.603	22.514
prenda	N	7767	19.59	22.499
portar	V	7763	19.58	22.488
aviso	N	7762	19.578	22.485
fundamento	N	7759	19.57	22.476
loco	N	7759	19.57	22.476
prestigio	N	7757	19.565	22.47
ahogar	V	7755	19.56	22.465
suficientemente	R	7752	19.553	22.456
exclamar	V	7747	19.54	22.441
ruptura	N	7744	19.532	22.433
intérprete	N	7742	19.527	22.427
aroma	N	7741	19.525	22.424
adivinar	V	7739	19.52	22.418
plantel	N	7734	19.507	22.404
romántico	A	7732	19.502	22.398
recepción	N	7730	19.497	22.392
suspensión	N	7730	19.497	22.392
garganta	N	7729	19.495	22.389
docente	A	7726	19.487	22.381
prender	V	7718	19.467	22.357
séptimo	M	7716	19.462	22.352
	Y	7703	19.429	22.314
apropiado	A	7700	19.421	22.305
maldito	A	7700	19.421	22.305
periodismo	N	7700	19.421	22.305
XXI	N	7693	19.404	22.285
compositor	N	7691	19.399	22.279
poético	A	7689	19.394	22.273
agitar	V	7686	19.386	22.265
1991	N	7685	19.384	22.262
constantemente	R	7684	19.381	22.259
gráfico	A	7675	19.358	22.233
aliado	N	7666	19.336	22.207
carencia	N	7665	19.333	22.204
coro	N	7660	19.321	22.189
pesadilla	N	7655	19.308	22.175
ubicación	N	7652	19.3	22.166
reporte	N	7651	19.298	22.163
sustentar	V	7647	19.288	22.152
beca	N	7640	19.27	22.131
ascenso	N	7635	19.257	22.117
mm	N	7635	19.257	22.117
funcional	A	7628	19.24	22.097
opuesto	A	7619	19.217	22.071
saber	N	7619	19.217	22.071
salvo	A	7615	19.207	22.059
protestar	V	7604	19.179	22.027
Galicia	K	7603	19.177	22.024
privilegio	N	7595	19.157	22.001
azar	N	7592	19.149	21.992
villa	N	7589	19.141	21.984
aliento	N	7583	19.126	21.966
ligeramente	R	7578	19.114	21.952
uruguayo	A	7576	19.109	21.946
complementar	V	7573	19.101	21.937
peseta	N	7571	19.096	21.932
vuestro	X	7571	19.096	21.932
básicamente	R	7561	19.071	21.903
reclamo	N	7560	19.068	21.9
longitud	N	7559	19.066	21.897
intimidad	N	7558	19.063	21.894
calentar	V	7546	19.033	21.859
certamen	N	7544	19.028	21.853
estímulo	N	7544	19.028	21.853
redacción	N	7543	19.025	21.85
metálico	A	7537	19.01	21.833
mecánico	A	7536	19.008	21.83
patología	N	7536	19.008	21.83
competición	N	7534	19.003	21.824
querido	A	7531	18.995	21.816
criminal	A	7524	18.977	21.795
enfrente	R	7524	18.977	21.795
pasta	N	7520	18.967	21.784
gloria	N	7517	18.96	21.775
desviar	V	7515	18.955	21.769
Daniel	K	7514	18.952	21.766
sindical	A	7512	18.947	21.761
cintura	N	7505	18.93	21.74
condicionar	V	7503	18.925	21.735
penetrar	V	7494	18.902	21.709
sonoro	A	7491	18.894	21.7
anillo	N	7490	18.892	21.697
presa	N	7489	18.889	21.694
chino	N	7484	18.877	21.68
siquiera	R	7482	18.872	21.674
condena	N	7481	18.869	21.671
nervio	N	7476	18.856	21.656
cubano	N	7474	18.851	21.651
uniforme	N	7473	18.849	21.648
monstruo	N	7472	18.846	21.645
afición	N	7470	18.841	21.639
Quito	K	7469	18.839	21.636
rastro	N	7468	18.836	21.633
eliminación	N	7467	18.834	21.63
Andalucía	K	7466	18.831	21.627
desplazamiento	N	7466	18.831	21.627
Cristo	K	7464	18.826	21.622
deslizar	V	7463	18.824	21.619
ideología	N	7460	18.816	21.61
diplomático	A	7454	18.801	21.593
cosecha	N	7450	18.791	21.581
restante	A	7450	18.791	21.581
automático	A	7448	18.786	21.575
2018	N	7443	18.773	21.561
puede que	R	7443	18.773	21.561
ajo	N	7441	18.768	21.555
pedagógico	A	7438	18.761	21.546
complicar	V	7435	18.753	21.538
supuestamente	R	7435	18.753	21.538
movilidad	N	7433	18.748	21.532
paraguayo	A	7430	18.74	21.523
disculpar	V	7428	18.735	21.517
misterioso	A	7425	18.728	21.509
paraíso	N	7424	18.725	21.506
gabinete	N	7418	18.71	21.488
aguardar	V	7416	18.705	21.483
creatividad	N	7414	18.7	21.477
batir	V	7411	18.692	21.468
cuenca	N	7408	18.685	21.459
reducido	A	7405	18.677	21.451
catedral	N	7403	18.672	21.445
conquista	N	7400	18.665	21.436
curva	N	7400	18.665	21.436
sentenciar	V	7400	18.665	21.436
Ramón	K	7399	18.662	21.433
válido	A	7399	18.662	21.433
limón	N	7390	18.639	21.407
occidente	N	7386	18.629	21.396
Eva	K	7383	18.622	21.387
cm	N	7379	18.612	21.375
documentación	N	7379	18.612	21.375
dominante	A	7376	18.604	21.367
sábana	N	7376	18.604	21.367
demonio	N	7375	18.602	21.364
debatir	V	7373	18.597	21.358
informático	A	7370	18.589	21.349
pluma	N	7370	18.589	21.349
ópera	N	7370	18.589	21.349
Alberto	K	7366	18.579	21.338
fomento	N	7366	18.579	21.338
llanto	N	7366	18.579	21.338
evolucionar	V	7364	18.574	21.332
chocar	V	7363	18.571	21.329
defecto	N	7363	18.571	21.329
horror	N	7359	18.561	21.317
sida	N	7355	18.551	21.306
preservar	V	7349	18.536	21.288
comerciante	N	7346	18.529	21.28
excepcional	A	7340	18.513	21.262
revés	N	7337	18.506	21.254
seguido	A	7337	18.506	21.254
soberanía	N	7334	18.498	21.245
uña	N	7331	18.491	21.236
Bush	K	7330	18.488	21.233
cercanía	N	7325	18.476	21.219
laguna	N	7325	18.476	21.219
aludir	V	7323	18.471	21.213
coalición	N	7320	18.463	21.204
morder	V	7319	18.46	21.202
autorización	N	7318	18.458	21.199
campesino	A	7317	18.455	21.196
heredar	V	7312	18.443	21.181
adopción	N	7310	18.438	21.176
Elena	K	7309	18.435	21.173
inicialmente	R	7307	18.43	21.167
impresionante	A	7292	18.392	21.123
deportista	N	7291	18.39	21.12
síndrome	N	7286	18.377	21.106
falda	N	7285	18.375	21.103
	Y	7281	18.365	21.092
fantástico	A	7280	18.362	21.089
relevancia	N	7280	18.362	21.089
impartir	V	7278	18.357	21.083
tumor	N	7278	18.357	21.083
civilización	N	7277	18.354	21.08
medición	N	7274	18.347	21.071
hola	I	7271	18.339	21.063
República Dominicana	K	7270	18.337	21.06
casualidad	N	7265	18.324	21.045
diseñador	N	7264	18.322	21.042
pozo	N	7264	18.322	21.042
inocente	A	7262	18.317	21.036
reino	N	7262	18.317	21.036
naranja	N	7261	18.314	21.034
trampa	N	7259	18.309	21.028
previsión	N	7256	18.302	21.019
ente	N	7251	18.289	21.005
excelencia	N	7245	18.274	20.987
compensar	V	7243	18.269	20.981
árbitro	N	7235	18.249	20.958
adolescencia	N	7230	18.236	20.944
tercio	N	7230	18.236	20.944
freír	V	7228	18.231	20.938
retiro	N	7226	18.226	20.932
a saber	C	7223	18.218	20.923
secuestro	N	7221	18.213	20.918
rigor	N	7219	18.208	20.912
complementario	A	7214	18.196	20.897
equivalente	A	7214	18.196	20.897
queja	N	7209	18.183	20.883
supervivencia	N	7204	18.17	20.868
magia	N	7197	18.153	20.848
fabricante	N	7194	18.145	20.839
ADN	K	7191	18.138	20.831
competitividad	N	7191	18.138	20.831
aportación	N	7186	18.125	20.816
pecado	N	7182	18.115	20.805
sobrino	N	7175	18.097	20.784
traslado	N	7173	18.092	20.779
cumpleaños	N	7169	18.082	20.767
Córdoba	K	7167	18.077	20.761
razonable	A	7160	18.059	20.741
almacenar	V	7159	18.057	20.738
finanzas	N	7155	18.047	20.727
disimular	V	7153	18.042	20.721
absorber	V	7149	18.032	20.709
González	K	7144	18.019	20.695
ciego	A	7144	18.019	20.695
filósofo	N	7137	18.001	20.674
recorte	N	7136	17.999	20.671
renovación	N	7133	17.991	20.663
árabe	A	7127	17.976	20.645
agropecuario	A	7123	17.966	20.634
piscina	N	7122	17.964	20.631
afán	N	7121	17.961	20.628
posesión	N	7114	17.943	20.608
TV	K	7109	17.931	20.593
delegado	N	7109	17.931	20.593
cansancio	N	7107	17.926	20.587
°C	N	7107	17.926	20.587
aspiración	N	7094	17.893	20.55
juguete	N	7086	17.873	20.527
corriente	A	7085	17.87	20.524
saco	N	7075	17.845	20.495
agrario	A	7074	17.842	20.492
minero	A	7061	17.81	20.454
empatar	V	7054	17.792	20.434
delincuente	N	7053	17.789	20.431
vigencia	N	7045	17.769	20.408
tonto	A	7041	17.759	20.396
paradigma	N	7038	17.752	20.388
específicamente	R	7037	17.749	20.385
silencioso	A	7037	17.749	20.385
Diego	K	7034	17.742	20.376
actualizar	V	7031	17.734	20.367
miel	N	7030	17.731	20.364
quieto	A	7028	17.726	20.359
exclusión	N	7027	17.724	20.356
camioneta	N	7026	17.721	20.353
proclamar	V	7026	17.721	20.353
crónica	N	7019	17.704	20.333
quebrar	V	7019	17.704	20.333
aceptación	N	7018	17.701	20.33
verdaderamente	R	7015	17.694	20.321
cuadra	N	7012	17.686	20.312
alarma	N	7005	17.668	20.292
pauta	N	7004	17.666	20.289
requerimiento	N	7001	17.658	20.28
informativo	A	6997	17.648	20.269
replicar	V	6993	17.638	20.257
redondo	A	6992	17.636	20.254
gramo	N	6990	17.631	20.249
modesto	A	6990	17.631	20.249
cerdo	N	6989	17.628	20.246
ojalá	I	6987	17.623	20.24
comercialización	N	6980	17.605	20.22
almuerzo	N	6978	17.6	20.214
telecomunicación	N	6975	17.593	20.205
V	N	6973	17.588	20.199
sierra	N	6970	17.58	20.191
empeñar	V	6967	17.573	20.182
La Paz	K	6966	17.57	20.179
fingir	V	6966	17.57	20.179
brasileño	N	6963	17.562	20.17
factura	N	6962	17.56	20.167
fachada	N	6957	17.547	20.153
directiva	N	6956	17.545	20.15
sumergir	V	6955	17.542	20.147
pulmón	N	6954	17.54	20.144
afecto	N	6950	17.53	20.133
paralizar	V	6942	17.51	20.109
globalización	N	6936	17.494	20.092
perjudicar	V	6935	17.492	20.089
tenis	N	6933	17.487	20.083
cortina	N	6931	17.482	20.078
llamado	N	6930	17.479	20.075
planificar	V	6930	17.479	20.075
en cualquier caso	R	6929	17.477	20.072
anécdota	N	6928	17.474	20.069
esforzar	V	6926	17.469	20.063
ruina	N	6925	17.467	20.06
densidad	N	6923	17.462	20.054
sudor	N	6921	17.457	20.049
asentar	V	6917	17.446	20.037
configurar	V	6916	17.444	20.034
salvaje	A	6911	17.431	20.02
excepto	C	6908	17.424	20.011
perteneciente	A	6906	17.419	20.005
cálido	A	6902	17.409	19.994
proseguir	V	6900	17.404	19.988
bien que	C	6897	17.396	19.979
jugo	N	6897	17.396	19.979
inseguridad	N	6894	17.388	19.97
llama	N	6894	17.388	19.97
enriquecer	V	6892	17.383	19.965
emerger	V	6890	17.378	19.959
guión	N	6887	17.371	19.95
biodiversidad	N	6879	17.351	19.927
evidentemente	R	6879	17.351	19.927
brillo	N	6872	17.333	19.907
determinante	A	6868	17.323	19.895
síntesis	N	6864	17.313	19.884
objetivo	A	6860	17.303	19.872
receptor	N	6860	17.303	19.872
estimación	N	6854	17.288	19.855
idéntico	A	6854	17.288	19.855
Portugal	K	6850	17.277	19.843
dependiente	A	6848	17.272	19.837
vegetación	N	6845	17.265	19.829
amanecer	N	6841	17.255	19.817
extra	A	6841	17.255	19.817
mono	N	6838	17.247	19.808
variante	N	6827	17.219	19.776
Berlín	K	6824	17.212	19.768
cajón	N	6822	17.207	19.762
descargar	V	6816	17.192	19.745
audiovisual	A	6812	17.182	19.733
considerable	A	6810	17.177	19.727
maduro	A	6806	17.166	19.716
experimental	A	6805	17.164	19.713
bolso	N	6791	17.129	19.672
distinción	N	6791	17.129	19.672
Javier	K	6786	17.116	19.658
característico	A	6784	17.111	19.652
catálogo	N	6782	17.106	19.646
herido	N	6782	17.106	19.646
acumulación	N	6773	17.083	19.62
X	N	6764	17.061	19.594
M	N	6763	17.058	19.591
progresivo	A	6761	17.053	19.585
miseria	N	6759	17.048	19.579
generoso	A	6757	17.043	19.574
intercambiar	V	6757	17.043	19.574
castellano	N	6754	17.035	19.565
culo	N	6749	17.023	19.55
exhibición	N	6749	17.023	19.55
joya	N	6749	17.023	19.55
casco	N	6748	17.02	19.548
terapéutico	A	6747	17.018	19.545
socialista	N	6744	17.01	19.536
matemático	N	6743	17.008	19.533
1989	N	6739	16.998	19.521
mínimo	N	6735	16.987	19.51
televisivo	A	6729	16.972	19.492
conceptual	A	6727	16.967	19.487
dinámico	A	6726	16.965	19.484
ficha	N	6726	16.965	19.484
suelto	A	6721	16.952	19.469
vientre	N	6720	16.95	19.466
Hollywood	K	6719	16.947	19.464
articulación	N	6713	16.932	19.446
enlace	N	6711	16.927	19.44
lámpara	N	6706	16.914	19.426
retraso	N	6706	16.914	19.426
socioeconómico	A	6704	16.909	19.42
narración	N	6702	16.904	19.414
favorito	N	6700	16.899	19.408
pariente	N	6699	16.897	19.406
fortalecimiento	N	6697	16.892	19.4
trascender	V	6695	16.887	19.394
26	M	6692	16.879	19.385
despedida	N	6689	16.871	19.377
satélite	N	6689	16.871	19.377
x	N	6689	16.871	19.377
Montevideo	K	6685	16.861	19.365
radiación	N	6682	16.854	19.356
captura	N	6680	16.849	19.351
C	N	6672	16.829	19.327
Francisco	K	6672	16.829	19.327
concejal	N	6670	16.823	19.322
almacén	N	6669	16.821	19.319
anular	V	6664	16.808	19.304
colar	V	6664	16.808	19.304
venezolano	N	6663	16.806	19.301
burlar	V	6658	16.793	19.287
doble	N	6648	16.768	19.258
balcón	N	6645	16.76	19.249
caos	N	6645	16.76	19.249
mortal	A	6640	16.748	19.235
posar	V	6636	16.738	19.223
estándar	N	6634	16.733	19.217
secuestrar	V	6631	16.725	19.209
obrero	N	6630	16.723	19.206
Tomás	K	6627	16.715	19.197
altamente	R	6626	16.712	19.194
impactar	V	6622	16.702	19.183
subsidio	N	6622	16.702	19.183
remontar	V	6618	16.692	19.171
reconstruir	V	6617	16.69	19.168
fuga	N	6616	16.687	19.165
migratorio	A	6616	16.687	19.165
navegar	V	6616	16.687	19.165
bombero	N	6607	16.665	19.139
madrileño	A	6600	16.647	19.119
semifinal	N	6600	16.647	19.119
Claudia	K	6599	16.644	19.116
ochenta	N	6598	16.642	19.113
contraer	V	6593	16.629	19.099
cocaína	N	6590	16.622	19.09
hábitat	N	6589	16.619	19.087
psicólogo	N	6586	16.612	19.078
incentivo	N	6583	16.604	19.07
alertar	V	6582	16.602	19.067
narrador	N	6578	16.591	19.055
porción	N	6578	16.591	19.055
viudo	N	6576	16.586	19.049
